584800.00000002	6645899.99999878	ms	0.1	src	Inf
584799.29069837	6645930.92980077	ms	0.1	src	Inf
584798.58139471	6645961.85960398	ms	0.1	src	Inf
584797.87208903	6645992.78940841	ms	0.1	src	Inf
584797.16278132	6646023.71921405	ms	0.1	src	Inf
584796.45347161	6646054.64902092	ms	0.1	src	Inf
584795.74415987	6646085.57882902	ms	0.1	src	Inf
584795.03484612	6646116.50863833	ms	0.1	src	Inf
584794.32553034	6646147.43844886	ms	0.1	src	Inf
584793.61621255	6646178.36826061	ms	0.1	src	Inf
584792.90689274	6646209.29807359	ms	0.1	src	Inf
584792.19757092	6646240.22788778	ms	0.1	src	Inf
584791.48824708	6646271.15770319	ms	0.1	src	Inf
584790.77892122	6646302.08751983	ms	0.1	src	Inf
584790.06959334	6646333.01733768	ms	0.1	src	Inf
584789.36026344	6646363.94715676	ms	0.1	src	Inf
584788.65093152	6646394.87697706	ms	0.1	src	Inf
584787.94159759	6646425.80679858	ms	0.1	src	Inf
584787.23226164	6646456.73662132	ms	0.1	src	Inf
584786.52292367	6646487.66644528	ms	0.1	src	Inf
584785.81358369	6646518.59627046	ms	0.1	src	Inf
584785.10424168	6646549.52609686	ms	0.1	src	Inf
584784.39489766	6646580.45592448	ms	0.1	src	Inf
584783.68555162	6646611.38575332	ms	0.1	src	Inf
584782.97620357	6646642.31558339	ms	0.1	src	Inf
584782.26685349	6646673.24541467	ms	0.1	src	Inf
584781.55750140	6646704.17524717	ms	0.1	src	Inf
584780.84814729	6646735.10508090	ms	0.1	src	Inf
584780.13879116	6646766.03491584	ms	0.1	src	Inf
584779.42943302	6646796.96475201	ms	0.1	src	Inf
584778.72007286	6646827.89458939	ms	0.1	src	Inf
584778.01071068	6646858.82442800	ms	0.1	src	Inf
584777.30134648	6646889.75426782	ms	0.1	src	Inf
584776.59198027	6646920.68410887	ms	0.1	src	Inf
584775.88261204	6646951.61395114	ms	0.1	src	Inf
584775.17324179	6646982.54379463	ms	0.1	src	Inf
584774.46386952	6647013.47363934	ms	0.1	src	Inf
584773.75449523	6647044.40348527	ms	0.1	src	Inf
584773.04511893	6647075.33333242	ms	0.1	src	Inf
584772.33574061	6647106.26318079	ms	0.1	src	Inf
584771.62636028	6647137.19303038	ms	0.1	src	Inf
584770.91697792	6647168.12288119	ms	0.1	src	Inf
584770.20759355	6647199.05273322	ms	0.1	src	Inf
584769.49820716	6647229.98258647	ms	0.1	src	Inf
584768.78881876	6647260.91244095	ms	0.1	src	Inf
584768.07942833	6647291.84229664	ms	0.1	src	Inf
584767.37003589	6647322.77215356	ms	0.1	src	Inf
584766.66064143	6647353.70201169	ms	0.1	src	Inf
584765.95124496	6647384.63187104	ms	0.1	src	Inf
584765.24184647	6647415.56173162	ms	0.1	src	Inf
584764.53244596	6647446.49159342	ms	0.1	src	Inf
584763.82304343	6647477.42145643	ms	0.1	src	Inf
584763.11363889	6647508.35132067	ms	0.1	src	Inf
584762.40423233	6647539.28118613	ms	0.1	src	Inf
584761.69482375	6647570.21105280	ms	0.1	src	Inf
584760.98541315	6647601.14092070	ms	0.1	src	Inf
584760.27600054	6647632.07078982	ms	0.1	src	Inf
584759.56658591	6647663.00066016	ms	0.1	src	Inf
584758.85716926	6647693.93053172	ms	0.1	src	Inf
