2.1556	269.73	269.73	269.73
2.1515	270.27	270.27	270.27
2.1468	269.92	269.92	269.92
2.1423	269.41	269.41	269.41
2.1377	268.99	268.99	268.99
2.1331	268.67	268.67	268.67
2.129	268.46	268.46	268.46
2.1245	268.3	268.3	268.3
2.12	268.19	268.19	268.19
2.1155	268.12	268.12	268.12
2.1115	268.09	268.09	268.09
2.107	268.08	268.08	268.08
2.1026	268.08	268.08	268.08
2.0982	268.11	268.11	268.11
2.0942	268.14	268.14	268.14
2.0899	268.18	268.18	268.18
2.0855	268.23	268.23	268.23
2.0812	268.29	268.29	268.29
2.0773	268.35	268.35	268.35
2.073	268.42	268.42	268.42
2.0687	268.49	268.49	268.49
2.0644	268.57	268.57	268.57
2.0602	268.65	268.65	268.65
2.0563	268.72	268.72	268.72
2.0521	268.8	268.8	268.8
2.0479	268.89	268.89	268.89
2.0437	268.97	268.97	268.97
2.04	269.05	269.05	269.05
2.0358	269.14	269.14	269.14
2.0317	269.23	269.23	269.23
2.0276	269.32	269.32	269.32
2.0239	269.4	269.4	269.4
2.0198	269.5	269.5	269.5
2.0157	269.59	269.59	269.59
2.0117	269.68	269.68	269.68
2.008	269.76	269.76	269.76
2.004	269.86	269.86	269.86
2	269.95	269.95	269.95
1.996	270.04	270.04	270.04
1.992	270.13	270.13	270.13
1.9885	270.22	270.22	270.22
1.9845	270.31	270.31	270.31
1.9806	270.4	270.4	270.4
1.9767	270.49	270.49	270.49
1.9732	270.58	270.58	270.58
1.9693	270.67	270.67	270.67
1.9654	270.76	270.76	270.76
1.9615	270.85	270.85	270.85
1.9581	270.93	270.93	270.93
1.9543	271.02	271.02	271.02
1.9505	271.11	271.11	271.11
1.9467	271.2	271.2	271.2
1.9433	271.28	271.28	271.28
1.9395	271.37	271.37	271.37
1.9357	271.46	271.46	271.46
1.932	271.54	271.54	271.54
1.9283	271.63	271.63	271.63
1.9249	271.71	271.71	271.71
1.9212	271.79	271.79	271.79
1.9176	271.88	271.88	271.88
1.9139	271.97	271.97	271.97
1.9106	272.04	272.04	272.04
1.9069	272.13	272.13	272.13
1.9033	272.21	272.21	272.21
1.8997	272.29	272.29	272.29
1.8965	272.37	272.37	272.37
1.8929	272.45	272.45	272.45
1.8893	272.53	272.53	272.53
1.8857	272.61	272.61	272.61
1.8822	272.69	272.69	272.69
1.879	272.76	272.76	272.76
1.8755	272.84	272.84	272.84
1.872	272.92	272.92	272.92
